Crime_ID,Date_Reported,State,City,Crime_Type,Severity,Victim_Age,Victim_Gender,Reported_By,Arrest_Made,Suspect_Age,Suspect_Gender,Outcome,Officer_ID,Response_Time
517,2021-12-11,Edo,Ekpoma,Burglary,2,37,Female,Media,No,,,In Court,OFF5394,20
518,2021-10-27,Oyo,Ogbomosho,Burglary,1,22,Female,Citizen,Yes,71.0,Male,Closed,OFF7505,27
519,2020-01-28,Kaduna,Kafanchan,Fraud,4,29,Female,Media,Yes,48.0,Male,Open,OFF5864,47
520,2021-03-21,Kaduna,Kaduna North,Robbery,3,56,Female,Police,No,,,In Court,OFF9228,82
521,2022-04-05,Abuja,Garki,Homicide,5,41,Female,Citizen,Yes,35.0,Female,Open,OFF3712,177
522,2021-02-26,Kano,Tarauni,Theft,3,65,Female,Police,Yes,65.0,Female,Open,OFF3325,100
523,2021-03-05,Rivers,Port Harcourt,Theft,3,22,Female,Media,Yes,46.0,Female,Open,OFF7958,70
524,2020-10-18,Kaduna,Kafanchan,Assault,4,52,Female,Media,No,,,In Court,OFF7755,14
525,2021-08-27,Oyo,Ibadan,Homicide,2,37,Male,Media,Yes,67.0,Female,In Court,OFF7862,78
526,2021-01-26,Ogun,Sagamu,Fraud,4,28,Male,Media,Yes,23.0,Female,Closed,OFF5254,80
527,2021-12-02,Delta,Warri,Burglary,1,78,Female,Citizen,Yes,37.0,Male,Open,OFF3036,147
528,2021-12-05,Abuja,Maitama,Burglary,1,32,Female,Police,No,,,In Court,OFF4838,81
529,2020-01-27,Kaduna,Zaria,Homicide,1,33,Male,Police,No,,,In Court,OFF1596,80
530,2022-09-23,Abuja,Garki,Robbery,3,24,Male,Police,Yes,52.0,Female,Open,OFF8865,51
531,2022-08-03,Delta,Asaba,Burglary,4,53,Female,Media,Yes,63.0,Female,Open,OFF2607,173
532,2020-02-03,Kaduna,Zaria,Homicide,4,66,Female,Citizen,Yes,78.0,Male,Open,OFF3553,160
533,2021-02-14,Edo,Benin City,Assault,3,15,Male,Media,No,,,Open,OFF2070,14
534,2022-05-05,Lagos,Lekki,Homicide,5,65,Male,Police,Yes,35.0,Male,Closed,OFF1123,15
535,2021-08-13,Kaduna,Zaria,Fraud,3,34,Male,Media,Yes,55.0,Female,In Court,OFF9401,83
536,2020-09-09,Oyo,Ibadan,Assault,3,30,Male,Police,No,,,In Court,OFF4991,167
537,2020-05-14,Kano,Dala,Robbery,2,30,Female,Police,Yes,73.0,Male,Closed,OFF7287,121
538,2021-04-16,Ogun,Ijebu Ode,Assault,3,35,Male,Media,Yes,23.0,Male,Open,OFF5969,130
539,2020-07-31,Abuja,Maitama,Fraud,3,60,Female,Media,No,,,Closed,OFF5241,93
540,2020-02-09,Lagos,Lekki,Robbery,2,52,Male,Police,No,,,Closed,OFF5815,13
541,2022-09-01,Edo,Ekpoma,Theft,1,61,Female,Citizen,Yes,79.0,Female,In Court,OFF6483,164
542,2020-02-27,Rivers,Bonny,Fraud,1,57,Female,Media,Yes,61.0,Male,In Court,OFF9379,5
543,2021-05-05,Delta,Asaba,Burglary,2,36,Male,Citizen,No,,,Closed,OFF6182,125
544,2021-04-07,Kaduna,Kaduna North,Homicide,5,73,Female,Citizen,Yes,15.0,Female,Closed,OFF5336,123
545,2021-06-09,Rivers,Port Harcourt,Assault,4,59,Male,Citizen,Yes,35.0,Male,In Court,OFF3852,75
546,2021-09-04,Kaduna,Kafanchan,Homicide,2,64,Male,Citizen,Yes,69.0,Male,Open,OFF8052,62
547,2021-07-30,Kano,Dala,Assault,2,63,Female,Citizen,Yes,25.0,Female,Closed,OFF3886,107
548,2020-03-22,Lagos,Lekki,Robbery,2,51,Female,Citizen,No,,,Open,OFF4553,27
549,2022-03-13,Rivers,Bonny,Burglary,1,79,Female,Media,Yes,74.0,Male,In Court,OFF8786,37
550,2020-01-24,Edo,Auchi,Burglary,3,71,Female,Media,Yes,65.0,Male,In Court,OFF2420,139
551,2022-04-09,Abuja,Wuse,Robbery,3,57,Male,Citizen,Yes,77.0,Female,Closed,OFF5140,67
552,2020-03-12,Abuja,Wuse,Theft,5,64,Female,Citizen,Yes,65.0,Female,In Court,OFF1827,94
553,2020-01-29,Kano,Dala,Robbery,4,22,Female,Police,Yes,79.0,Male,Open,OFF3309,11
554,2021-04-15,Enugu,Awgu,Fraud,2,20,Male,Media,Yes,20.0,Male,In Court,OFF4573,55
555,2020-09-17,Rivers,Bonny,Burglary,2,51,Male,Media,No,,,Open,OFF2966,93
556,2022-07-11,Kano,Tarauni,Burglary,4,25,Male,Police,No,,,In Court,OFF4476,116
557,2022-07-04,Kaduna,Kafanchan,Robbery,4,80,Female,Media,No,,,Closed,OFF1971,5
558,2021-05-22,Lagos,Lekki,Burglary,1,32,Male,Citizen,Yes,46.0,Male,Open,OFF9312,162
559,2021-01-24,Oyo,Ogbomosho,Homicide,4,68,Female,Citizen,No,,,Closed,OFF4038,73
560,2022-03-06,Oyo,Ibadan,Fraud,5,33,Male,Media,No,,,Open,OFF2499,90
561,2021-03-03,Kano,Tarauni,Theft,4,29,Female,Citizen,No,,,Open,OFF9453,130
562,2022-09-15,Edo,Ekpoma,Homicide,1,26,Male,Media,No,,,Open,OFF5232,32
563,2020-02-13,Enugu,Enugu East,Homicide,5,47,Female,Citizen,No,,,Closed,OFF9706,169
564,2020-08-02,Edo,Benin City,Burglary,4,26,Female,Police,Yes,73.0,Female,In Court,OFF9914,170
565,2022-09-19,Rivers,Obio,Fraud,4,29,Female,Police,Yes,18.0,Male,In Court,OFF4508,50
566,2021-09-25,Oyo,Ibadan,Assault,1,56,Male,Police,No,,,In Court,OFF3273,58
567,2022-02-14,Kano,Ungogo,Homicide,2,35,Male,Police,Yes,59.0,Female,Closed,OFF9561,92
568,2021-05-28,Kaduna,Kaduna North,Robbery,5,17,Female,Media,No,,,Closed,OFF9078,57
569,2021-11-04,Edo,Benin City,Fraud,5,32,Female,Media,No,,,In Court,OFF1913,114
570,2020-04-14,Edo,Auchi,Theft,2,61,Female,Police,Yes,77.0,Female,In Court,OFF9094,143
571,2021-07-08,Delta,Asaba,Robbery,5,41,Male,Media,Yes,48.0,Male,In Court,OFF9810,132
572,2020-08-22,Oyo,Ogbomosho,Homicide,4,57,Female,Police,Yes,27.0,Male,Open,OFF6143,141
573,2021-11-18,Edo,Benin City,Theft,4,18,Female,Police,Yes,52.0,Female,Open,OFF5037,6
574,2021-11-25,Delta,Asaba,Theft,1,79,Male,Police,No,,,Closed,OFF3825,25
575,2021-10-31,Kano,Ungogo,Theft,2,52,Female,Media,No,,,Closed,OFF4153,113
576,2021-08-10,Rivers,Obio,Robbery,4,72,Female,Media,No,,,Open,OFF5024,166
577,2022-06-23,Abuja,Garki,Robbery,1,31,Female,Police,Yes,73.0,Female,In Court,OFF4651,74
578,2021-04-09,Kaduna,Kaduna North,Assault,5,20,Female,Citizen,No,,,Closed,OFF3870,97
579,2021-11-24,Rivers,Obio,Burglary,1,53,Male,Citizen,Yes,64.0,Male,Closed,OFF8076,120
580,2022-09-12,Kano,Tarauni,Fraud,1,45,Female,Police,Yes,19.0,Male,Closed,OFF2054,178
581,2022-04-07,Kaduna,Kafanchan,Robbery,5,20,Male,Police,No,,,Closed,OFF4867,62
582,2020-07-09,Rivers,Port Harcourt,Theft,1,44,Male,Citizen,No,,,Open,OFF9264,162
583,2022-02-18,Abuja,Maitama,Robbery,1,41,Female,Citizen,No,,,Closed,OFF5534,155
584,2021-12-14,Kano,Tarauni,Theft,3,16,Male,Media,Yes,53.0,Female,Closed,OFF8841,99
585,2020-02-01,Enugu,Nsukka,Robbery,1,78,Male,Media,Yes,79.0,Male,Closed,OFF9246,131
586,2020-07-28,Kaduna,Kafanchan,Homicide,4,49,Female,Media,No,,,Closed,OFF3642,119
587,2021-07-20,Rivers,Port Harcourt,Assault,5,19,Male,Police,Yes,29.0,Female,Closed,OFF9776,82
588,2020-09-24,Kaduna,Kafanchan,Fraud,4,62,Female,Police,No,,,In Court,OFF8001,35
589,2021-02-01,Rivers,Port Harcourt,Burglary,3,76,Male,Citizen,Yes,30.0,Female,In Court,OFF5284,74
590,2021-07-02,Kaduna,Zaria,Fraud,5,59,Male,Media,Yes,18.0,Male,Open,OFF4022,130
591,2022-04-03,Lagos,Yaba,Homicide,5,65,Female,Citizen,Yes,59.0,Female,Closed,OFF6331,54
592,2022-03-29,Kaduna,Zaria,Theft,3,15,Male,Media,Yes,65.0,Female,Open,OFF3070,112
593,2020-01-28,Enugu,Nsukka,Assault,5,47,Male,Police,No,,,Closed,OFF8412,25
594,2020-11-01,Abuja,Wuse,Homicide,1,47,Male,Police,Yes,67.0,Male,In Court,OFF9879,143
595,2022-03-05,Lagos,Lekki,Assault,4,16,Female,Media,No,,,In Court,OFF5179,159
596,2021-08-09,Kano,Tarauni,Assault,1,32,Female,Media,Yes,48.0,Male,Closed,OFF4912,44
597,2020-10-24,Delta,Ughelli,Homicide,1,54,Male,Police,Yes,50.0,Female,Open,OFF4201,135
598,2020-10-21,Oyo,Iseyin,Robbery,2,53,Male,Citizen,No,,,In Court,OFF1059,95
599,2022-06-07,Delta,Asaba,Theft,5,26,Female,Citizen,No,,,Open,OFF8934,61
600,2020-02-25,Ogun,Ijebu Ode,Theft,2,60,Female,Police,No,,,In Court,OFF1972,48
601,2022-07-25,Edo,Benin City,Robbery,4,78,Male,Media,Yes,28.0,Male,In Court,OFF7268,149
602,2022-03-20,Oyo,Iseyin,Burglary,5,21,Male,Citizen,Yes,35.0,Male,Open,OFF3253,74
603,2021-09-20,Kano,Tarauni,Theft,2,35,Male,Police,No,,,Closed,OFF1751,145
604,2021-08-02,Rivers,Port Harcourt,Theft,5,75,Female,Police,Yes,48.0,Male,In Court,OFF4361,84
605,2020-12-02,Rivers,Port Harcourt,Burglary,5,18,Male,Media,No,,,Closed,OFF6368,57
606,2020-03-03,Ogun,Ijebu Ode,Burglary,1,69,Male,Citizen,Yes,53.0,Female,Closed,OFF3786,159
607,2022-04-06,Kano,Ungogo,Homicide,3,21,Male,Citizen,Yes,59.0,Female,Open,OFF1605,32
608,2022-01-06,Delta,Warri,Robbery,5,30,Female,Police,No,,,In Court,OFF6654,51
609,2021-11-16,Oyo,Ogbomosho,Homicide,3,51,Female,Police,No,,,In Court,OFF1434,162
610,2022-02-23,Ogun,Abeokuta,Theft,5,60,Male,Media,No,,,In Court,OFF5551,107
611,2022-07-19,Kaduna,Kaduna North,Burglary,1,46,Female,Media,Yes,47.0,Female,In Court,OFF9346,26
612,2022-03-25,Lagos,Ikeja,Theft,5,79,Female,Media,Yes,16.0,Female,Open,OFF1462,159
613,2022-04-18,Delta,Asaba,Theft,2,57,Female,Police,Yes,15.0,Female,In Court,OFF3667,39
614,2022-02-05,Kaduna,Kafanchan,Assault,2,19,Female,Police,Yes,34.0,Male,In Court,OFF8965,53
615,2020-08-02,Abuja,Wuse,Homicide,2,48,Male,Police,No,,,Open,OFF9482,156
616,2022-03-09,Oyo,Ogbomosho,Theft,5,76,Male,Police,No,,,Open,OFF1976,178
617,2020-12-23,Delta,Asaba,Assault,2,30,Female,Media,Yes,77.0,Male,Closed,OFF7489,9
618,2022-04-11,Rivers,Bonny,Assault,5,23,Male,Citizen,Yes,51.0,Female,In Court,OFF8272,138
619,2021-07-03,Kano,Tarauni,Assault,2,69,Male,Media,No,,,In Court,OFF7783,40
620,2021-03-01,Rivers,Bonny,Theft,5,37,Female,Police,No,,,Open,OFF5825,56
621,2021-02-04,Oyo,Ibadan,Homicide,3,52,Female,Police,Yes,54.0,Female,In Court,OFF3290,113
622,2021-11-24,Kano,Tarauni,Homicide,1,30,Male,Police,Yes,62.0,Female,Closed,OFF6450,45
623,2022-01-20,Enugu,Nsukka,Fraud,1,24,Female,Media,No,,,Closed,OFF5177,122
624,2021-02-05,Abuja,Garki,Fraud,1,47,Male,Police,Yes,70.0,Male,Closed,OFF9523,119
625,2020-09-26,Lagos,Yaba,Robbery,2,15,Male,Citizen,Yes,34.0,Female,Open,OFF3775,169
626,2022-03-24,Edo,Ekpoma,Robbery,5,75,Female,Citizen,Yes,16.0,Male,Open,OFF8555,51
627,2021-11-20,Lagos,Ikeja,Homicide,1,60,Female,Police,Yes,45.0,Male,Closed,OFF8840,45
628,2020-03-29,Lagos,Lekki,Assault,5,15,Female,Police,No,,,Closed,OFF8097,84
629,2020-12-20,Kano,Dala,Robbery,5,30,Male,Police,Yes,55.0,Male,Closed,OFF9631,139
630,2021-11-04,Oyo,Iseyin,Assault,4,60,Male,Citizen,No,,,Closed,OFF4015,26
631,2021-08-10,Kaduna,Zaria,Assault,2,62,Female,Citizen,Yes,30.0,Male,Open,OFF7655,10
632,2021-03-24,Delta,Asaba,Robbery,3,64,Female,Media,Yes,38.0,Female,Open,OFF2039,170
633,2021-06-19,Kaduna,Kafanchan,Assault,3,52,Male,Media,Yes,50.0,Male,Closed,OFF5639,172
634,2020-09-27,Kaduna,Kaduna North,Homicide,3,62,Male,Media,No,,,In Court,OFF8603,98
635,2022-01-12,Enugu,Enugu East,Theft,3,21,Male,Citizen,Yes,42.0,Female,In Court,OFF3698,21
636,2020-09-24,Abuja,Garki,Assault,1,18,Female,Media,Yes,19.0,Male,Open,OFF9938,43
637,2021-01-23,Abuja,Maitama,Burglary,3,43,Male,Media,Yes,52.0,Female,In Court,OFF7804,81
638,2021-04-02,Ogun,Sagamu,Fraud,2,61,Female,Police,No,,,Closed,OFF2627,67
639,2021-05-25,Lagos,Ikeja,Theft,1,76,Female,Citizen,Yes,41.0,Female,In Court,OFF5454,131
640,2022-03-04,Enugu,Enugu East,Homicide,1,28,Male,Citizen,No,,,In Court,OFF4497,24
641,2021-04-19,Oyo,Ogbomosho,Robbery,2,52,Female,Police,Yes,66.0,Female,In Court,OFF3933,26
642,2022-01-10,Edo,Benin City,Homicide,3,79,Female,Media,No,,,Closed,OFF7508,75
643,2021-10-06,Lagos,Ikeja,Assault,2,61,Female,Citizen,Yes,33.0,Female,Open,OFF6646,45
644,2021-03-12,Kano,Ungogo,Robbery,1,22,Female,Media,Yes,62.0,Female,Closed,OFF6909,44
645,2020-03-08,Oyo,Ogbomosho,Assault,2,77,Male,Citizen,No,,,Closed,OFF2553,27
646,2021-07-26,Ogun,Sagamu,Theft,3,63,Male,Citizen,Yes,47.0,Male,Open,OFF9333,120
647,2020-06-23,Lagos,Ikeja,Fraud,5,30,Male,Police,No,,,Closed,OFF3879,120
648,2020-02-24,Kaduna,Zaria,Homicide,4,68,Female,Police,No,,,Open,OFF5413,7
649,2020-07-24,Ogun,Sagamu,Fraud,3,59,Male,Media,Yes,55.0,Female,In Court,OFF5137,116
650,2021-01-06,Kano,Ungogo,Homicide,1,33,Female,Citizen,No,,,Closed,OFF1863,167
651,2020-12-03,Ogun,Abeokuta,Homicide,3,16,Male,Media,No,,,Open,OFF2737,56
652,2020-06-27,Ogun,Sagamu,Burglary,2,65,Female,Police,No,,,In Court,OFF1169,118
653,2021-06-12,Kano,Ungogo,Theft,1,31,Female,Citizen,No,,,In Court,OFF2641,107
654,2021-06-08,Kaduna,Kafanchan,Theft,2,55,Male,Media,Yes,61.0,Male,In Court,OFF4199,171
655,2020-06-22,Rivers,Port Harcourt,Burglary,5,79,Female,Police,Yes,18.0,Female,Closed,OFF9079,157
656,2020-12-20,Rivers,Bonny,Assault,5,61,Female,Police,No,,,In Court,OFF6652,46
657,2022-05-02,Kano,Tarauni,Fraud,5,56,Male,Citizen,No,,,Open,OFF1440,77
658,2020-11-17,Delta,Ughelli,Theft,4,68,Male,Media,Yes,37.0,Female,Closed,OFF1536,141
659,2021-04-30,Enugu,Enugu East,Fraud,1,51,Male,Media,Yes,64.0,Male,Closed,OFF7566,67
660,2022-07-26,Oyo,Ibadan,Homicide,5,29,Male,Media,Yes,45.0,Male,Closed,OFF2738,74
661,2021-07-07,Ogun,Abeokuta,Burglary,4,51,Female,Citizen,Yes,62.0,Male,In Court,OFF1635,8
662,2020-08-02,Rivers,Bonny,Burglary,3,22,Male,Media,No,,,Closed,OFF5091,9
663,2022-08-10,Ogun,Abeokuta,Fraud,3,18,Female,Media,No,,,Closed,OFF7830,11
664,2020-11-21,Edo,Auchi,Burglary,5,35,Male,Media,Yes,44.0,Male,Open,OFF3868,135
665,2022-06-09,Oyo,Iseyin,Homicide,4,50,Female,Citizen,Yes,33.0,Female,Open,OFF3824,150
666,2020-06-26,Kano,Ungogo,Robbery,3,45,Female,Media,No,,,Open,OFF1001,166
667,2021-05-23,Ogun,Abeokuta,Assault,1,46,Female,Citizen,No,,,Open,OFF9149,98
668,2022-08-05,Delta,Ughelli,Homicide,2,57,Female,Media,Yes,62.0,Male,In Court,OFF4743,80
669,2022-07-15,Delta,Asaba,Robbery,4,42,Female,Police,No,,,In Court,OFF6209,146
670,2021-05-26,Ogun,Abeokuta,Fraud,3,29,Male,Media,No,,,In Court,OFF3860,68
671,2022-06-30,Kaduna,Zaria,Fraud,5,31,Male,Media,No,,,Closed,OFF4615,140
672,2021-12-14,Abuja,Wuse,Fraud,4,22,Female,Media,Yes,70.0,Female,In Court,OFF7596,109
673,2021-04-10,Lagos,Lekki,Burglary,4,39,Female,Citizen,No,,,In Court,OFF5947,5
674,2020-08-24,Enugu,Nsukka,Theft,3,40,Female,Police,No,,,Closed,OFF2417,133
675,2021-03-31,Enugu,Awgu,Assault,3,34,Female,Citizen,No,,,Closed,OFF9609,155
676,2021-11-11,Oyo,Iseyin,Assault,3,40,Male,Media,No,,,In Court,OFF1471,112
677,2020-01-02,Kano,Ungogo,Fraud,5,29,Male,Citizen,Yes,58.0,Female,Closed,OFF4945,64
678,2020-11-18,Enugu,Nsukka,Homicide,3,34,Male,Citizen,No,,,In Court,OFF2040,114
679,2020-10-16,Lagos,Ikeja,Fraud,5,26,Female,Police,Yes,24.0,Male,Open,OFF2340,62
680,2022-05-07,Lagos,Ikeja,Assault,4,67,Male,Media,No,,,Open,OFF2265,12
681,2022-06-21,Oyo,Ogbomosho,Burglary,1,52,Male,Police,No,,,Closed,OFF4666,125
682,2022-05-09,Oyo,Ibadan,Burglary,1,40,Male,Citizen,Yes,67.0,Female,In Court,OFF7767,61
683,2022-05-01,Enugu,Enugu East,Theft,3,58,Female,Media,Yes,59.0,Female,Closed,OFF8118,144
684,2021-02-28,Edo,Benin City,Burglary,3,24,Male,Police,No,,,Open,OFF4240,108
685,2022-03-26,Lagos,Yaba,Theft,3,79,Female,Citizen,No,,,Open,OFF3567,30
686,2020-06-10,Kano,Ungogo,Theft,2,19,Male,Media,No,,,Closed,OFF9434,71
687,2022-03-05,Abuja,Garki,Assault,1,33,Male,Citizen,No,,,In Court,OFF7220,165
688,2020-01-21,Rivers,Port Harcourt,Robbery,2,35,Female,Police,Yes,24.0,Female,Open,OFF4629,117
689,2020-01-14,Ogun,Ijebu Ode,Robbery,1,75,Female,Police,No,,,In Court,OFF6170,112
690,2022-06-25,Kano,Ungogo,Homicide,3,54,Male,Media,Yes,24.0,Female,In Court,OFF3803,87
691,2020-01-08,Delta,Warri,Burglary,4,42,Female,Citizen,Yes,63.0,Female,Closed,OFF3554,81
692,2021-04-25,Oyo,Ibadan,Theft,1,15,Female,Media,Yes,51.0,Female,Open,OFF2250,153
693,2020-08-20,Kano,Dala,Burglary,2,15,Male,Police,No,,,Open,OFF5466,119
694,2022-09-06,Rivers,Bonny,Homicide,3,21,Female,Media,No,,,Closed,OFF8306,137
695,2022-05-05,Abuja,Wuse,Theft,3,26,Male,Police,Yes,28.0,Female,In Court,OFF7205,122
696,2022-05-14,Kaduna,Kafanchan,Robbery,2,60,Male,Police,Yes,78.0,Female,Open,OFF5341,9
697,2021-10-21,Delta,Ughelli,Theft,1,79,Female,Police,No,,,Closed,OFF2823,64
698,2022-07-01,Edo,Ekpoma,Robbery,5,36,Male,Media,No,,,In Court,OFF4206,88
699,2021-04-10,Delta,Ughelli,Fraud,5,36,Female,Police,Yes,36.0,Male,Open,OFF7756,76
700,2022-09-10,Ogun,Abeokuta,Theft,2,19,Female,Citizen,Yes,22.0,Male,Closed,OFF8759,40
701,2021-06-06,Edo,Auchi,Burglary,5,54,Male,Citizen,Yes,68.0,Female,Open,OFF6307,19
702,2020-06-22,Ogun,Abeokuta,Theft,1,36,Male,Police,Yes,18.0,Female,Open,OFF6937,18
703,2021-01-29,Abuja,Garki,Burglary,5,38,Female,Media,Yes,67.0,Female,Open,OFF4186,84
704,2022-02-15,Enugu,Awgu,Burglary,4,62,Female,Media,Yes,42.0,Male,In Court,OFF1442,148
705,2020-08-28,Ogun,Ijebu Ode,Robbery,4,34,Female,Police,No,,,Closed,OFF4112,83
706,2021-12-23,Rivers,Port Harcourt,Fraud,4,71,Male,Media,No,,,Open,OFF8507,76
707,2021-07-01,Abuja,Wuse,Robbery,3,53,Male,Media,No,,,Open,OFF4572,51
708,2020-05-28,Lagos,Lekki,Theft,4,57,Male,Citizen,No,,,Closed,OFF8310,152
709,2022-01-21,Rivers,Port Harcourt,Homicide,3,29,Female,Police,No,,,Open,OFF8521,28
710,2021-09-09,Lagos,Yaba,Assault,4,48,Female,Police,No,,,Open,OFF3257,65
711,2021-04-18,Ogun,Abeokuta,Homicide,5,75,Female,Media,No,,,In Court,OFF7972,77
712,2020-08-12,Kano,Ungogo,Fraud,1,77,Female,Police,Yes,18.0,Male,Closed,OFF1579,106
713,2020-03-30,Abuja,Wuse,Theft,5,38,Female,Police,No,,,Closed,OFF4823,159
714,2021-08-12,Kaduna,Kafanchan,Theft,1,49,Male,Police,No,,,Open,OFF7873,180
715,2021-08-11,Enugu,Nsukka,Theft,2,78,Male,Police,No,,,Closed,OFF9359,69
716,2022-01-30,Enugu,Nsukka,Fraud,3,76,Female,Citizen,No,,,Closed,OFF4920,34
717,2022-03-19,Enugu,Enugu East,Theft,5,15,Female,Police,No,,,In Court,OFF1870,58
718,2022-07-25,Edo,Benin City,Robbery,4,20,Male,Citizen,Yes,43.0,Female,Closed,OFF7456,152
719,2022-07-09,Kano,Ungogo,Burglary,1,32,Female,Media,Yes,79.0,Female,Open,OFF9073,28
720,2021-03-11,Abuja,Wuse,Theft,2,62,Male,Citizen,No,,,Closed,OFF9251,86
721,2020-07-22,Kaduna,Zaria,Burglary,2,26,Female,Citizen,Yes,71.0,Male,Closed,OFF6472,49
722,2020-05-22,Enugu,Nsukka,Theft,4,27,Male,Media,No,,,Closed,OFF2158,149
723,2022-08-25,Enugu,Enugu East,Fraud,5,37,Male,Citizen,No,,,In Court,OFF6313,27
724,2020-07-03,Ogun,Abeokuta,Homicide,1,51,Female,Media,Yes,63.0,Female,Open,OFF3973,60
725,2021-10-16,Edo,Benin City,Robbery,3,28,Male,Police,No,,,Open,OFF5715,126
726,2021-02-19,Ogun,Abeokuta,Homicide,2,28,Female,Police,No,,,In Court,OFF3500,139
727,2021-05-03,Rivers,Port Harcourt,Fraud,3,57,Male,Police,No,,,In Court,OFF9982,50
728,2021-11-16,Lagos,Lekki,Homicide,2,69,Male,Media,Yes,65.0,Male,In Court,OFF3234,109
729,2021-12-30,Kaduna,Kafanchan,Robbery,5,79,Female,Police,No,,,In Court,OFF8967,49
730,2022-04-01,Lagos,Yaba,Theft,4,46,Female,Citizen,No,,,Open,OFF5220,86
731,2021-01-28,Ogun,Ijebu Ode,Homicide,1,45,Female,Police,No,,,Closed,OFF5429,47
732,2021-09-20,Enugu,Awgu,Burglary,3,46,Male,Citizen,Yes,62.0,Female,Closed,OFF4253,91
733,2021-08-16,Oyo,Iseyin,Robbery,1,55,Male,Media,Yes,48.0,Male,In Court,OFF6534,56
734,2021-10-14,Abuja,Maitama,Theft,1,21,Male,Citizen,No,,,Open,OFF5714,77
735,2021-02-04,Kaduna,Kaduna North,Assault,5,32,Female,Media,Yes,25.0,Male,Closed,OFF6696,53
736,2022-02-28,Abuja,Maitama,Robbery,5,76,Male,Citizen,No,,,Open,OFF6747,178
737,2020-06-25,Kaduna,Kafanchan,Assault,1,21,Female,Police,No,,,Closed,OFF6394,74
738,2021-06-27,Delta,Asaba,Fraud,1,63,Female,Media,Yes,40.0,Female,Closed,OFF6363,108
739,2021-01-21,Lagos,Ikeja,Fraud,3,40,Female,Police,Yes,80.0,Female,Closed,OFF7576,165
740,2022-03-30,Kano,Dala,Fraud,3,71,Female,Citizen,Yes,78.0,Male,Closed,OFF1637,36
741,2021-08-23,Kano,Ungogo,Fraud,2,44,Female,Police,No,,,In Court,OFF3633,128
742,2020-01-12,Delta,Ughelli,Theft,5,15,Male,Citizen,No,,,Open,OFF4677,97
743,2021-05-04,Kano,Tarauni,Burglary,5,25,Male,Media,No,,,In Court,OFF7261,47
744,2021-09-16,Delta,Asaba,Theft,2,79,Male,Citizen,Yes,74.0,Female,In Court,OFF4372,96
745,2021-05-27,Enugu,Awgu,Fraud,5,62,Male,Citizen,No,,,In Court,OFF5196,91
746,2022-08-21,Kaduna,Kafanchan,Fraud,2,31,Male,Media,No,,,Closed,OFF3146,86
747,2022-05-22,Edo,Benin City,Homicide,4,21,Male,Citizen,No,,,Closed,OFF9247,64
748,2021-04-01,Rivers,Obio,Assault,5,20,Male,Citizen,No,,,In Court,OFF6299,118
749,2020-02-24,Enugu,Nsukka,Homicide,5,17,Female,Police,Yes,23.0,Female,Closed,OFF1873,165
750,2020-02-17,Delta,Asaba,Theft,4,63,Female,Media,Yes,61.0,Male,Closed,OFF4541,96
751,2020-12-22,Enugu,Enugu East,Homicide,5,57,Female,Citizen,No,,,Open,OFF6728,114
752,2022-09-04,Kano,Dala,Homicide,2,34,Female,Police,Yes,48.0,Female,In Court,OFF5308,37
753,2021-02-20,Enugu,Enugu East,Robbery,2,69,Male,Media,Yes,34.0,Female,Closed,OFF9675,79
754,2022-06-25,Enugu,Enugu East,Fraud,1,44,Female,Citizen,No,,,In Court,OFF5004,139
755,2022-08-21,Lagos,Ikeja,Theft,3,59,Male,Police,No,,,Open,OFF3947,130
756,2021-09-19,Rivers,Port Harcourt,Homicide,1,73,Female,Media,Yes,35.0,Male,Closed,OFF9321,118
757,2021-09-15,Kano,Dala,Homicide,5,47,Male,Police,No,,,Open,OFF3945,16
758,2021-09-28,Delta,Asaba,Robbery,4,48,Female,Police,No,,,Closed,OFF7628,47
759,2022-05-14,Oyo,Ogbomosho,Fraud,5,21,Male,Media,Yes,63.0,Male,Open,OFF7057,15
760,2022-08-03,Delta,Warri,Fraud,5,61,Female,Police,Yes,17.0,Male,In Court,OFF8301,134
761,2020-05-22,Delta,Warri,Assault,2,60,Male,Media,No,,,Open,OFF7376,163
762,2021-09-30,Abuja,Garki,Assault,2,18,Female,Police,No,,,Closed,OFF8033,158
763,2020-04-28,Enugu,Enugu East,Homicide,3,47,Female,Police,No,,,Closed,OFF4965,124
764,2020-06-06,Lagos,Yaba,Burglary,2,30,Male,Police,Yes,70.0,Male,Closed,OFF5368,84
765,2020-10-10,Ogun,Ijebu Ode,Assault,3,18,Female,Citizen,Yes,31.0,Female,Open,OFF4360,140
766,2020-03-01,Edo,Auchi,Fraud,1,33,Female,Media,Yes,17.0,Female,In Court,OFF4073,63
767,2021-09-23,Ogun,Sagamu,Burglary,3,56,Female,Citizen,Yes,63.0,Male,Closed,OFF3806,63
768,2022-06-30,Abuja,Wuse,Fraud,3,80,Male,Media,No,,,In Court,OFF2199,29
769,2020-02-19,Kaduna,Zaria,Fraud,1,60,Female,Citizen,No,,,In Court,OFF7015,159
770,2021-09-26,Abuja,Garki,Assault,5,75,Male,Police,Yes,74.0,Female,In Court,OFF8482,76
771,2022-02-14,Kano,Ungogo,Burglary,2,44,Male,Police,Yes,32.0,Female,Open,OFF1158,22
772,2021-10-16,Kano,Ungogo,Robbery,5,70,Male,Media,Yes,64.0,Female,In Court,OFF4806,168
